date,region,state,cases,deaths
2020-07-09,Norte,RO,25402.0,589
2020-07-09,Norte,RR,20154.0,393
2020-07-09,Norte,TO,13845.0,240
2020-07-09,Sudeste,ES,60009.0,1930
2020-07-09,Sudeste,MG,66864.0,1445
2020-07-09,Sudeste,RJ,128324.0,11115
2020-07-09,Sudeste,SP,349715.0,17118
2020-07-09,Sul,PR,37424.0,931
2020-07-09,Sul,RS,36434.0,870
2020-07-09,Sul,SC,38408.0,447
2020-07-10,Centro-Oeste,DF,67297.0,856
2020-07-10,Centro-Oeste,GO,35138.0,807
2020-07-10,Centro-Oeste,MS,12261.0,146
2020-07-10,Centro-Oeste,MT,26396.0,986
2020-07-10,Nordeste,AL,43959.0,1246
2020-07-10,Nordeste,BA,101186.0,2383
2020-07-10,Nordeste,CE,133546.0,6777
2020-07-10,Nordeste,MA,96718.0,2392
2020-07-10,Nordeste,PB,59118.0,1229
2020-07-10,Nordeste,PE,70100.0,5482
2020-07-10,Nordeste,PI,31269.0,896
2020-07-10,Nordeste,RN,38265.0,1356
2020-07-10,Nordeste,SE,34713.0,931
2020-07-10,Norte,AC,15768.0,417
2020-07-10,Norte,AM,82507.0,3008
2020-07-10,Norte,AP,31080.0,470
2020-07-10,Norte,PA,122674.0,5224
2020-07-10,Norte,RO,26000.0,605
2020-07-10,Norte,RR,21220.0,393
2020-07-10,Norte,TO,14509.0,245
2020-07-10,Sudeste,ES,61356.0,1967
2020-07-10,Sudeste,MG,70086.0,1504
2020-07-10,Sudeste,RJ,129443.0,11280
2020-07-10,Sudeste,SP,359110.0,17442
2020-07-10,Sul,PR,39512.0,978
2020-07-10,Sul,RS,37490.0,919
2020-07-10,Sul,SC,40106.0,459
2020-07-11,Centro-Oeste,DF,68406.0,871
2020-07-11,Centro-Oeste,GO,35793.0,844
2020-07-11,Centro-Oeste,MS,12969.0,153
2020-07-11,Centro-Oeste,MT,27636.0,1029
2020-07-11,Nordeste,AL,44633.0,1264
2020-07-11,Nordeste,BA,104188.0,2436
2020-07-11,Nordeste,CE,135945.0,6853
2020-07-11,Nordeste,MA,98398.0,2426
2020-07-11,Nordeste,PB,60421.0,1250
2020-07-11,Nordeste,PE,71370.0,5556
2020-07-11,Nordeste,PI,32465.0,914
2020-07-11,Nordeste,RN,38616.0,1380
2020-07-11,Nordeste,SE,36046.0,954
2020-07-11,Norte,AC,16080.0,419
2020-07-11,Norte,AM,83230.0,3023
2020-07-11,Norte,AP,31279.0,473
2020-07-11,Norte,PA,124934.0,5274
2020-07-11,Norte,RO,26496.0,617
2020-07-11,Norte,RR,21849.0,396
2020-07-11,Norte,TO,14939.0,251
2020-07-11,Sudeste,ES,62236.0,1984
2020-07-11,Sudeste,MG,73813.0,1550
2020-07-11,Sudeste,RJ,129675.0,11406
2020-07-11,Sudeste,SP,366890.0,17702
2020-07-11,Sul,PR,40797.0,1016
2020-07-11,Sul,RS,38720.0,943
2020-07-11,Sul,SC,42026.0,485
2020-07-12,Centro-Oeste,DF,70712.0,902
2020-07-12,Centro-Oeste,GO,36244.0,849
2020-07-12,Centro-Oeste,MS,13197.0,161
2020-07-12,Centro-Oeste,MT,28411.0,1047
2020-07-12,Nordeste,AL,45330.0,1281
2020-07-12,Nordeste,BA,105763.0,2483
2020-07-12,Nordeste,CE,136785.0,6868
2020-07-12,Nordeste,MA,98952.0,2463
2020-07-12,Nordeste,PB,60784.0,1284
2020-07-12,Nordeste,PE,72470.0,5595
2020-07-12,Nordeste,PI,32963.0,936
2020-07-12,Nordeste,RN,39421.0,1394
2020-07-12,Nordeste,SE,37631.0,984
2020-07-12,Norte,AC,16190.0,426
2020-07-12,Norte,AM,83526.0,3039
2020-07-12,Norte,AP,31364.0,474
2020-07-12,Norte,PA,125714.0,5289
2020-07-12,Norte,RO,26728.0,628
2020-07-12,Norte,RR,22225.0,396
2020-07-12,Norte,TO,15132.0,255
2020-07-12,Sudeste,ES,62799.0,2003
2020-07-12,Sudeste,MG,75851.0,1576
2020-07-12,Sudeste,RJ,129684.0,11415
2020-07-12,Sudeste,SP,371997.0,17848
2020-07-12,Sul,PR,42537.0,1045
2020-07-12,Sul,RS,39240.0,962
2020-07-12,Sul,SC,43031.0,497
2020-07-13,Centro-Oeste,DF,72284.0,930
2020-07-13,Centro-Oeste,GO,36696.0,852
2020-07-13,Centro-Oeste,MS,13461.0,167
2020-07-13,Centro-Oeste,MT,28792.0,1085
2020-07-13,Nordeste,AL,46296.0,1297
2020-07-13,Nordeste,BA,106891.0,2535
2020-07-13,Nordeste,CE,137206.0,6947
2020-07-13,Nordeste,MA,99830.0,2501
2020-07-13,Nordeste,PB,61108.0,1302
2020-07-13,Nordeste,PE,72901.0,5652
2020-07-13,Nordeste,PI,33359.0,960
2020-07-13,Nordeste,RN,39800.0,1404
2020-07-13,Nordeste,SE,38221.0,1012
2020-07-13,Norte,AC,16260.0,430
2020-07-13,Norte,AM,84412.0,3048
2020-07-13,Norte,AP,31552.0,478
2020-07-13,Norte,PA,126509.0,5293
2020-07-13,Norte,RO,27050.0,647
2020-07-13,Norte,RR,22627.0,397
2020-07-13,Norte,TO,15307.0,259
2020-07-13,Sudeste,ES,63879.0,2040
2020-07-13,Sudeste,MG,76822.0,1615
2020-07-13,Sudeste,RJ,132044.0,11474
2020-07-13,Sudeste,SP,374607.0,17907
2020-07-13,Sul,PR,43582.0,1089
2020-07-13,Sul,RS,39656.0,995
2020-07-13,Sul,SC,43815.0,517
2020-07-14,Centro-Oeste,DF,73654.0,960
2020-07-14,Centro-Oeste,GO,37832.0,880
2020-07-14,Centro-Oeste,MS,13934.0,177
2020-07-14,Centro-Oeste,MT,29279.0,1105
2020-07-14,Nordeste,AL,47005.0,1314
2020-07-14,Nordeste,BA,110029.0,2584
2020-07-14,Nordeste,CE,139437.0,6977
2020-07-14,Nordeste,MA,101467.0,2536
2020-07-14,Nordeste,PB,62462.0,1342
2020-07-14,Nordeste,PE,73576.0,5715
2020-07-14,Nordeste,PI,34156.0,992
2020-07-14,Nordeste,RN,40341.0,1432
2020-07-14,Nordeste,SE,39167.0,1033
2020-07-14,Norte,AC,16479.0,436
2020-07-14,Norte,AM,85641.0,3063
2020-07-14,Norte,AP,31885.0,483
2020-07-14,Norte,PA,128570.0,5318
2020-07-14,Norte,RO,27528.0,663
2020-07-14,Norte,RR,22968.0,398
2020-07-14,Norte,TO,15723.0,267
2020-07-14,Sudeste,ES,65213.0,2082
2020-07-14,Sudeste,MG,78643.0,1688
2020-07-14,Sudeste,RJ,132822.0,11624
2020-07-14,Sudeste,SP,386607.0,18324
2020-07-14,Sul,PR,45363.0,1146
2020-07-14,Sul,RS,40993.0,1060
2020-07-14,Sul,SC,46050.0,534
2020-07-15,Centro-Oeste,DF,75379.0,1001
2020-07-15,Centro-Oeste,GO,38895.0,927
2020-07-15,Centro-Oeste,MS,14631.0,183
2020-07-15,Centro-Oeste,MT,30319.0,1174
2020-07-15,Nordeste,AL,47864.0,1331
2020-07-15,Nordeste,BA,112993.0,2638
2020-07-15,Nordeste,CE,141248.0,7030
2020-07-15,Nordeste,MA,102469.0,2572
2020-07-15,Nordeste,PB,63939.0,1383
2020-07-15,Nordeste,PE,74960.0,5772
2020-07-15,Nordeste,PI,35445.0,1019
2020-07-15,Nordeste,RN,40654.0,1473
2020-07-15,Nordeste,SE,40139.0,1054
2020-07-15,Norte,AC,16672.0,446
2020-07-15,Norte,AM,86944.0,3080
2020-07-15,Norte,AP,32408.0,488
2020-07-15,Norte,PA,130834.0,5337
2020-07-15,Norte,RO,27917.0,668
2020-07-15,Norte,RR,23681.0,403
2020-07-15,Norte,TO,16031.0,271
2020-07-15,Sudeste,ES,66352.0,2097
2020-07-15,Sudeste,MG,82010.0,1752
2020-07-15,Sudeste,RJ,134449.0,11757
2020-07-15,Sudeste,SP,393176.0,18640
2020-07-15,Sul,PR,47124.0,1200
2020-07-15,Sul,RS,42239.0,1101
2020-07-15,Sul,SC,47976.0,569
2020-07-16,Centro-Oeste,DF,77621.0,1037
2020-07-16,Centro-Oeste,GO,40201.0,986
2020-07-16,Centro-Oeste,MS,15330.0,191
2020-07-16,Centro-Oeste,MT,31111.0,1207
2020-07-16,Nordeste,AL,48734.0,1348
2020-07-16,Nordeste,BA,116373.0,2693
2020-07-16,Nordeste,CE,144000.0,7127
2020-07-16,Nordeste,MA,104126.0,2608
2020-07-16,Nordeste,PB,65423.0,1418
2020-07-16,Nordeste,PE,76091.0,5836
2020-07-16,Nordeste,PI,36542.0,1043
2020-07-16,Nordeste,RN,40978.0,1501
2020-07-16,Nordeste,SE,41226.0,1071
2020-07-16,Norte,AC,16865.0,447
2020-07-16,Norte,AM,88025.0,3095
2020-07-16,Norte,AP,33004.0,493
2020-07-16,Norte,PA,133039.0,5385
2020-07-16,Norte,RO,28654.0,677
2020-07-16,Norte,RR,24397.0,415
2020-07-16,Norte,TO,16672.0,278
2020-07-16,Sudeste,ES,68118.0,2136
2020-07-16,Sudeste,MG,84470.0,1834
2020-07-16,Sudeste,RJ,134573.0,11849
2020-07-16,Sudeste,SP,402048.0,19038
2020-07-16,Sul,PR,49405.0,1246
2020-07-16,Sul,RS,45344.0,1141
2020-07-16,Sul,SC,49781.0,588
2020-07-17,Centro-Oeste,DF,79400.0,1060
2020-07-17,Centro-Oeste,GO,40681.0,1029
2020-07-17,Centro-Oeste,MS,15805.0,203
2020-07-17,Centro-Oeste,MT,32971.0,1268
2020-07-17,Nordeste,AL,49253.0,1365
2020-07-17,Nordeste,BA,118657.0,2738
2020-07-17,Nordeste,CE,145938.0,7165
2020-07-17,Nordeste,MA,105183.0,2640
2020-07-17,Nordeste,PB,66347.0,1446
2020-07-17,Nordeste,PE,77423.0,5869
2020-07-17,Nordeste,PI,37057.0,1065
2020-07-17,Nordeste,RN,41303.0,1526
2020-07-17,Nordeste,SE,41888.0,1088
2020-07-17,Norte,AC,16965.0,452
2020-07-17,Norte,AM,88822.0,3118
2020-07-17,Norte,AP,33436.0,499
2020-07-17,Norte,PA,135164.0,5448
2020-07-17,Norte,RO,29117.0,686
2020-07-17,Norte,RR,25007.0,425
2020-07-17,Norte,TO,16954.0,283
2020-07-17,Sudeste,ES,69461.0,2174
2020-07-17,Sudeste,MG,87271.0,1904
2020-07-17,Sudeste,RJ,135230.0,11919
2020-07-17,Sudeste,SP,407415.0,19377
2020-07-17,Sul,PR,51321.0,1292
2020-07-17,Sul,RS,46710.0,1166
2020-07-17,Sul,SC,51549.0,646
2020-07-18,Centro-Oeste,DF,81163.0,1075
2020-07-18,Centro-Oeste,GO,40795.0,1079
2020-07-18,Centro-Oeste,MS,16006.0,216
2020-07-18,Centro-Oeste,MT,32707.0,1305
2020-07-18,Nordeste,AL,49583.0,1381
2020-07-18,Nordeste,BA,120238.0,2793
2020-07-18,Nordeste,CE,146544.0,7173
2020-07-18,Nordeste,MA,106092.0,2676
2020-07-18,Nordeste,PB,66971.0,1477
2020-07-18,Nordeste,PE,78509.0,5928
2020-07-18,Nordeste,PI,38568.0,1083
2020-07-18,Nordeste,RN,43451.0,1572
2020-07-18,Nordeste,SE,43072.0,1111
2020-07-18,Norte,AC,17202.0,457
2020-07-18,Norte,AM,90534.0,3129
2020-07-18,Norte,AP,33585.0,505
2020-07-18,Norte,PA,136947.0,5478
2020-07-18,Norte,RO,29117.0,686
2020-07-18,Norte,RR,25373.0,429
2020-07-18,Norte,TO,17209.0,288
2020-07-18,Sudeste,ES,70131.0,2202
2020-07-18,Sudeste,MG,90875.0,1964
2020-07-18,Sudeste,RJ,135230.0,11919
2020-07-18,Sudeste,SP,412027.0,19647
2020-07-18,Sul,PR,53553.0,1308
2020-07-18,Sul,RS,46847.0,1229
2020-07-18,Sul,SC,52531.0,662
2020-07-19,Centro-Oeste,DF,82412.0,1085
2020-07-19,Centro-Oeste,GO,40769.0,1092
2020-07-19,Centro-Oeste,MS,16403.0,222
2020-07-19,Centro-Oeste,MT,34136.0,1332
2020-07-19,Nordeste,AL,50078.0,1397
2020-07-19,Nordeste,BA,122169.0,2840
2020-07-19,Nordeste,CE,146972.0,7178
2020-07-19,Nordeste,MA,106325.0,2708
2020-07-19,Nordeste,PB,67382.0,1486
2020-07-19,Nordeste,PE,79452.0,5984
2020-07-19,Nordeste,PI,39296.0,1100
2020-07-19,Nordeste,RN,43766.0,1577
2020-07-19,Nordeste,SE,45243.0,1125
2020-07-19,Norte,AC,17295.0,460
2020-07-19,Norte,AM,90913.0,3149
2020-07-19,Norte,AP,33705.0,507
2020-07-19,Norte,PA,137484.0,5523
2020-07-19,Norte,RO,29117.0,686
2020-07-19,Norte,RR,25467.0,429
2020-07-19,Norte,TO,17773.0,294
2020-07-19,Sudeste,ES,70609.0,2222
2020-07-19,Sudeste,MG,92972.0,1982
2020-07-19,Sudeste,RJ,138524.0,12114
2020-07-19,Sudeste,SP,415049.0,19732
2020-07-19,Sul,PR,54629.0,1327
2020-07-19,Sul,RS,47113.0,1252
2020-07-19,Sul,SC,53336.0,685
2020-07-20,Centro-Oeste,DF,84287.0,1112
2020-07-20,Centro-Oeste,GO,40772.0,1106
2020-07-20,Centro-Oeste,MS,16637.0,228
2020-07-20,Centro-Oeste,MT,35639.0,1384
2020-07-20,Nordeste,AL,50307.0,1413
2020-07-20,Nordeste,BA,123292.0,2891
2020-07-20,Nordeste,CE,147566.0,7185
2020-07-20,Nordeste,MA,106906.0,2740
2020-07-20,Nordeste,PB,67680.0,1517
2020-07-20,Nordeste,PE,80115.0,6036
2020-07-20,Nordeste,PI,39606.0,1118
2020-07-20,Nordeste,RN,43957.0,1585
2020-07-20,Nordeste,SE,46059.0,1156
2020-07-20,Norte,AC,17462.0,465
2020-07-20,Norte,AM,91389.0,3146
2020-07-20,Norte,AP,34145.0,515
2020-07-20,Norte,PA,138396.0,5538
2020-07-20,Norte,RO,29801.0,710
2020-07-20,Norte,RR,25686.0,431
2020-07-20,Norte,TO,17898.0,299
2020-07-20,Sudeste,ES,71703.0,2256
2020-07-20,Sudeste,MG,94132.0,2004
2020-07-20,Sudeste,RJ,141005.0,12161
2020-07-20,Sudeste,SP,416434.0,19788
2020-07-20,Sul,PR,55909.0,1357
2020-07-20,Sul,RS,47449.0,1285
2020-07-20,Sul,SC,54414.0,694
2020-07-21,Centro-Oeste,DF,86076.0,1158
2020-07-21,Centro-Oeste,GO,43794.0,1154
2020-07-21,Centro-Oeste,MS,17386.0,248
2020-07-21,Centro-Oeste,MT,37077.0,1400
2020-07-21,Nordeste,AL,50951.0,1428
2020-07-21,Nordeste,BA,126844.0,2936
2020-07-21,Nordeste,CE,148986.0,7284
2020-07-21,Nordeste,MA,108154.0,2778
2020-07-21,Nordeste,PB,68844.0,1558
2020-07-21,Nordeste,PE,80441.0,6089
2020-07-21,Nordeste,PI,40276.0,1140
2020-07-21,Nordeste,RN,44267.0,1621
2020-07-21,Nordeste,SE,47110.0,1182
2020-07-21,Norte,AC,17700.0,469
2020-07-21,Norte,AM,92164.0,3169
2020-07-21,Norte,AP,34405.0,533
2020-07-21,Norte,PA,140388.0,5553
2020-07-21,Norte,RO,30642.0,727
2020-07-21,Norte,RR,25985.0,435
2020-07-21,Norte,TO,18354.0,308
2020-07-21,Sudeste,ES,72601.0,2280
2020-07-21,Sudeste,MG,95566.0,2071
2020-07-21,Sudeste,RJ,145121.0,12293
2020-07-21,Sudeste,SP,422669.0,20171
2020-07-21,Sul,PR,57538.0,1415
2020-07-21,Sul,RS,49840.0,1349
2020-07-21,Sul,SC,56475.0,738
2020-07-22,Centro-Oeste,DF,87801.0,1176
2020-07-22,Centro-Oeste,GO,47284.0,1193
2020-07-22,Centro-Oeste,MS,18889.0,257
2020-07-22,Centro-Oeste,MT,38772.0,1453
2020-07-22,Nordeste,AL,51680.0,1443
2020-07-22,Nordeste,BA,133245.0,2988
2020-07-22,Nordeste,CE,153108.0,7317
2020-07-22,Nordeste,MA,109731.0,2810
2020-07-22,Nordeste,PB,70972.0,1581
2020-07-22,Nordeste,PE,81382.0,6152
2020-07-22,Nordeste,PI,41815.0,1158
2020-07-22,Nordeste,RN,45184.0,1636
2020-07-22,Nordeste,SE,48140.0,1211
2020-07-22,Norte,AC,17979.0,470
2020-07-22,Norte,AM,92721.0,3183
2020-07-22,Norte,AP,34660.0,544
2020-07-22,Norte,PA,142358.0,5581
2020-07-22,Norte,RO,32935.0,758
2020-07-22,Norte,RR,26954.0,451
2020-07-22,Norte,TO,18850.0,315
2020-07-22,Sudeste,ES,73688.0,2305
2020-07-22,Sudeste,MG,98741.0,2166
2020-07-22,Sudeste,RJ,148623.0,12443
2020-07-22,Sudeste,SP,439446.0,20532
2020-07-22,Sul,PR,59927.0,1486
2020-07-22,Sul,RS,53073.0,1397
2020-07-22,Sul,SC,59556.0,765
2020-07-23,Centro-Oeste,DF,90023.0,1218
2020-07-23,Centro-Oeste,GO,50458.0,1262
2020-07-23,Centro-Oeste,MS,19671.0,266
2020-07-23,Centro-Oeste,MT,40755.0,1491
2020-07-23,Nordeste,AL,52529.0,1457
2020-07-23,Nordeste,BA,138358.0,3044
2020-07-23,Nordeste,CE,156242.0,7374
2020-07-23,Nordeste,MA,111488.0,2840
2020-07-23,Nordeste,PB,73104.0,1618
2020-07-23,Nordeste,PE,83240.0,6211
2020-07-23,Nordeste,PI,43179.0,1184
2020-07-23,Nordeste,RN,46056.0,1650
2020-07-23,Nordeste,SE,49397.0,1247
2020-07-23,Norte,AC,18157.0,474
2020-07-23,Norte,AM,94219.0,3193
2020-07-23,Norte,AP,34838.0,548
2020-07-23,Norte,PA,144467.0,5616
2020-07-23,Norte,RO,34080.0,784
2020-07-23,Norte,RR,27932.0,458
2020-07-23,Norte,TO,19423.0,326
2020-07-23,Sudeste,ES,74608.0,2341
2020-07-23,Sudeste,MG,102568.0,2238
2020-07-23,Sudeste,RJ,151549.0,12535
2020-07-23,Sudeste,SP,452007.0,20894
2020-07-23,Sul,PR,62004.0,1545
2020-07-23,Sul,RS,54841.0,1456
2020-07-23,Sul,SC,62282.0,812
2020-07-24,Centro-Oeste,DF,92414.0,1244
2020-07-24,Centro-Oeste,GO,52847.0,1332
2020-07-24,Centro-Oeste,MS,20303.0,281
2020-07-24,Centro-Oeste,MT,42206.0,1501
2020-07-24,Nordeste,AL,53713.0,1471
2020-07-24,Nordeste,BA,142767.0,3096
2020-07-24,Nordeste,CE,158824.0,7426
2020-07-24,Nordeste,MA,112683.0,2871
2020-07-24,Nordeste,PB,74550.0,1653
2020-07-24,Nordeste,PE,85042.0,6237
2020-07-24,Nordeste,PI,44349.0,1215
2020-07-24,Nordeste,RN,46683.0,1666
2020-07-24,Nordeste,SE,51132.0,1284
2020-07-24,Norte,AC,18393.0,480
2020-07-24,Norte,AM,95424.0,3199
2020-07-24,Norte,AP,35026.0,552
2020-07-24,Norte,PA,146252.0,5646
2020-07-24,Norte,RO,34873.0,801
2020-07-24,Norte,RR,28874.0,465
2020-07-24,Norte,TO,19965.0,334
2020-07-24,Sudeste,ES,75854.0,2373
2020-07-24,Sudeste,MG,106812.0,2315
2020-07-24,Sudeste,RJ,154879.0,12654
2020-07-24,Sudeste,SP,463218.0,21206
2020-07-24,Sul,PR,64259.0,1598
2020-07-24,Sul,RS,57007.0,1494
2020-07-24,Sul,SC,65017.0,844
2020-07-25,Centro-Oeste,DF,94187.0,1275
2020-07-25,Centro-Oeste,GO,54801.0,1378
2020-07-25,Centro-Oeste,MS,21015.0,292
2020-07-25,Centro-Oeste,MT,42935.0,1566
2020-07-25,Nordeste,AL,54730.0,1486
2020-07-25,Nordeste,BA,146399.0,3140
2020-07-25,Nordeste,CE,161597.0,7476
2020-07-25,Nordeste,MA,113563.0,2898
2020-07-25,Nordeste,PB,75723.0,1675
2020-07-25,Nordeste,PE,86752.0,6299
2020-07-25,Nordeste,PI,45389.0,1228
2020-07-25,Nordeste,RN,46926.0,1672
2020-07-25,Nordeste,SE,52264.0,1303
2020-07-25,Norte,AC,18657.0,483
2020-07-25,Norte,AM,96094.0,3210
2020-07-25,Norte,AP,35162.0,554
2020-07-25,Norte,PA,147923.0,5689
2020-07-25,Norte,RO,35573.0,810
2020-07-25,Norte,RR,29394.0,473
2020-07-25,Norte,TO,20920.0,340
2020-07-25,Sudeste,ES,76598.0,2386
2020-07-25,Sudeste,MG,110093.0,2404
2020-07-25,Sudeste,RJ,156293.0,12808
2020-07-25,Sudeste,SP,479481.0,21517
2020-07-25,Sul,PR,65593.0,1653
2020-07-25,Sul,RS,59118.0,1554
2020-07-25,Sul,SC,67333.0,880
2020-07-26,Centro-Oeste,DF,96332.0,1308
2020-07-26,Centro-Oeste,GO,55914.0,1392
2020-07-26,Centro-Oeste,MS,21514.0,305
2020-07-26,Centro-Oeste,MT,43331.0,1580
2020-07-26,Nordeste,AL,55376.0,1500
2020-07-26,Nordeste,BA,148179.0,3182
2020-07-26,Nordeste,CE,162085.0,7493
2020-07-26,Nordeste,MA,113891.0,2923
2020-07-26,Nordeste,PB,76153.0,1698
2020-07-26,Nordeste,PE,88466.0,6352
2020-07-26,Nordeste,PI,46044.0,1243
2020-07-26,Nordeste,RN,47099.0,1678
2020-07-26,Nordeste,SE,52603.0,1314
2020-07-26,Norte,AC,18745.0,486
2020-07-26,Norte,AM,96463.0,3217
2020-07-26,Norte,AP,35220.0,554
2020-07-26,Norte,PA,148463.0,5716
2020-07-26,Norte,RO,35810.0,814
2020-07-26,Norte,RR,29829.0,473
2020-07-26,Norte,TO,21767.0,346
2020-07-26,Sudeste,ES,77200.0,2411
2020-07-26,Sudeste,MG,112571.0,2429
2020-07-26,Sudeste,RJ,156325.0,12835
2020-07-26,Sudeste,SP,483982.0,21606
2020-07-26,Sul,PR,67220.0,1671
2020-07-26,Sul,RS,59779.0,1571
2020-07-26,Sul,SC,68730.0,907
2020-07-27,Centro-Oeste,DF,98480.0,1339
2020-07-27,Centro-Oeste,GO,57985.0,1400
2020-07-27,Centro-Oeste,MS,21802.0,319
2020-07-27,Centro-Oeste,MT,44838.0,1625
2020-07-27,Nordeste,AL,56204.0,1514
2020-07-27,Nordeste,BA,149109.0,3227
2020-07-27,Nordeste,CE,162429.0,7509
2020-07-27,Nordeste,MA,114585.0,2943
2020-07-27,Nordeste,PB,76693.0,1727
2020-07-27,Nordeste,PE,89132.0,6376
2020-07-27,Nordeste,PI,46584.0,1259
2020-07-27,Nordeste,RN,47291.0,1697
2020-07-27,Nordeste,SE,53612.0,1340
2020-07-27,Norte,AC,18783.0,493
2020-07-27,Norte,AM,97079.0,3224
2020-07-27,Norte,AP,35364.0,556
2020-07-27,Norte,PA,148823.0,5729
2020-07-27,Norte,RO,36148.0,830
2020-07-27,Norte,RR,29902.0,474
2020-07-27,Norte,TO,22106.0,350
2020-07-27,Sudeste,ES,78037.0,2436
2020-07-27,Sudeste,MG,113718.0,2461
2020-07-27,Sudeste,RJ,157834.0,12876
2020-07-27,Sudeste,SP,487654.0,21676
2020-07-27,Sul,PR,68001.0,1703
2020-07-27,Sul,RS,60044.0,1611
2020-07-27,Sul,SC,70138.0,924
2020-07-28,Centro-Oeste,DF,100726.0,1391
2020-07-28,Centro-Oeste,GO,60637.0,1473
2020-07-28,Centro-Oeste,MS,22443.0,328
2020-07-28,Centro-Oeste,MT,46545.0,1669
2020-07-28,Nordeste,AL,57142.0,1527
2020-07-28,Nordeste,BA,153313.0,3270
2020-07-28,Nordeste,CE,165550.0,7613
2020-07-28,Nordeste,MA,115988.0,2959
2020-07-28,Nordeste,PB,78175.0,1745
2020-07-28,Nordeste,PE,89678.0,6421
2020-07-28,Nordeste,PI,47551.0,1278
2020-07-28,Nordeste,RN,48374.0,1714
2020-07-28,Nordeste,SE,55009.0,1359
2020-07-28,Norte,AC,19132.0,500
2020-07-28,Norte,AM,98118.0,3236
2020-07-28,Norte,AP,35697.0,558
2020-07-28,Norte,PA,150185.0,5716
2020-07-28,Norte,RO,36849.0,840
2020-07-28,Norte,RR,30316.0,479
2020-07-28,Norte,TO,22851.0,357
2020-07-28,Sudeste,ES,79464.0,2463
2020-07-28,Sudeste,MG,116645.0,2551
2020-07-28,Sudeste,RJ,159639.0,13033
2020-07-28,Sudeste,SP,487654.0,21676
2020-07-28,Sul,PR,69392.0,1743
2020-07-28,Sul,RS,62347.0,1680
2020-07-28,Sul,SC,73771.0,960
2020-07-29,Centro-Oeste,DF,102342.0,1419
2020-07-29,Centro-Oeste,GO,63658.0,1554
2020-07-29,Centro-Oeste,MS,23411.0,342
2020-07-29,Centro-Oeste,MT,48317.0,1702
2020-07-29,Nordeste,AL,58124.0,1540
2020-07-29,Nordeste,BA,157334.0,3321
2020-07-29,Nordeste,CE,169072.0,7643
2020-07-29,Nordeste,MA,117694.0,2978
2020-07-29,Nordeste,PB,79898.0,1766
2020-07-29,Nordeste,PE,91536.0,6484
2020-07-29,Nordeste,PI,48962.0,1292
2020-07-29,Nordeste,RN,49051.0,1735
2020-07-29,Nordeste,SE,56214.0,1390
2020-07-29,Norte,AC,19366.0,510
2020-07-29,Norte,AM,99093.0,3246
2020-07-29,Norte,AP,35973.0,559
2020-07-29,Norte,PA,151849.0,5694
2020-07-29,Norte,RO,37634.0,855
2020-07-29,Norte,RR,30996.0,493
2020-07-29,Norte,TO,23517.0,364
2020-07-29,Sudeste,ES,80569.0,2486
2020-07-29,Sudeste,MG,119394.0,2608
2020-07-29,Sudeste,RJ,161647.0,13198
2020-07-29,Sudeste,SP,514197.0,22389
2020-07-29,Sul,PR,70920.0,1814
2020-07-29,Sul,RS,64496.0,1750
2020-07-29,Sul,SC,77001.0,1002
2020-07-30,Centro-Oeste,DF,104442.0,1444
2020-07-30,Centro-Oeste,GO,65269.0,1564
2020-07-30,Centro-Oeste,MS,24287.0,357
2020-07-30,Centro-Oeste,MT,50447.0,1763
2020-07-30,Nordeste,AL,58979.0,1554
2020-07-30,Nordeste,BA,161630.0,3391
2020-07-30,Nordeste,CE,171468.0,7661
2020-07-30,Nordeste,MA,119262.0,2996
2020-07-30,Nordeste,PB,81108.0,1785
2020-07-30,Nordeste,PE,93373.0,6526
2020-07-30,Nordeste,PI,50198.0,1304
2020-07-30,Nordeste,RN,49667.0,1751
2020-07-30,Nordeste,SE,57684.0,1408
2020-07-30,Norte,AC,19573.0,521
2020-07-30,Norte,AM,100140.0,3252
2020-07-30,Norte,AP,36272.0,561
2020-07-30,Norte,PA,153350.0,5699
2020-07-30,Norte,RO,38407.0,864
2020-07-30,Norte,RR,31455.0,501
2020-07-30,Norte,TO,24278.0,368
2020-07-30,Sudeste,ES,81885.0,2514
2020-07-30,Sudeste,MG,123415.0,2692
2020-07-30,Sudeste,RJ,163642.0,13348
2020-07-30,Sudeste,SP,529006.0,22710
2020-07-30,Sul,PR,73488.0,1861
2020-07-30,Sul,RS,66473.0,1825
2020-07-30,Sul,SC,80904.0,1043
2020-07-31,Centro-Oeste,DF,106292.0,1469
2020-07-31,Centro-Oeste,GO,67941.0,1656
2020-07-31,Centro-Oeste,MS,24936.0,376
2020-07-31,Centro-Oeste,MT,51865.0,1819
2020-07-31,Nordeste,AL,59725.0,1567
2020-07-31,Nordeste,BA,166154.0,3463
2020-07-31,Nordeste,CE,173882.0,7668
2020-07-31,Nordeste,MA,120661.0,3013
2020-07-31,Nordeste,PB,82794.0,1811
2020-07-31,Nordeste,PE,95005.0,6557
2020-07-31,Nordeste,PI,51477.0,1329
2020-07-31,Nordeste,RN,50416.0,1777
2020-07-31,Nordeste,SE,58713.0,1434
2020-07-31,Norte,AC,19625.0,531
2020-07-31,Norte,AM,100940.0,3268
2020-07-31,Norte,AP,36468.0,565
2020-07-31,Norte,PA,154685.0,5728
2020-07-31,Norte,RO,38992.0,872
2020-07-31,Norte,RR,32016.0,505
2020-07-31,Norte,TO,24824.0,381
